route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id,wheelchair_accessible,bikes_allowed
NUIT,chouette:TimeTable:22a83faa-d823-4bb3-84e8-bfbbf86c0696:LOC,6052274,IRIGO NUIT,6052274,1,NUIT0048,1,0
114,SUB2526-SUB-PSJ-Semaine-12-114,11402,St-Aubin-la-Salle,11402,0,114A0001,0,0
107,SUB2526-SUB-PSJ-Semaine-12-0001000-107,10705,PELLOUAILLES,10705,1,107R0002,0,0
NUIT,chouette:TimeTable:22a83faa-d823-4bb3-84e8-bfbbf86c0696:LOC,6052275,IRIGO NUIT,6052275,1,NUIT0048,1,0
155,SUB2526-SUB-PSJ-Semaine-12-1101100-155,15503,STE GEMMES - BOUCHEMAINE,15503,1,155R0001,0,0
NUIT,chouette:TimeTable:22a83faa-d823-4bb3-84e8-bfbbf86c0696:LOC,6052272,IRIGO NUIT,6052272,1,NUIT0048,1,0
NUIT,chouette:TimeTable:22a83faa-d823-4bb3-84e8-bfbbf86c0696:LOC,6052273,IRIGO NUIT,6052273,1,NUIT0048,1,0
176,SUB2526-SUB-PSJ-Semaine-12-1000000-176,17608,Narcé,17608,0,176A0003,0,0
176,SUB2526-SUB-PSJ-Semaine-12-0111100-176,17602,Narcé,17602,0,176A0004,0,0
156,SUB2526-SUB-PSJ-Semaine-12-156,15604,Millot,15604,0,156A0002,0,0
107,SUB2526-SUB-PSJ-Semaine-12-107,10702,Collège Jeanne d'Arc,10702,0,107A0001,0,0
195,SUB2526-SUB-PSJ-Semaine-12-0010000-195,19507,ST JEAN DE LINIÈRES,19507,1,195R0004,0,0
134,SUB2526-SUB-PSJ-Semaine-12-1101100-134,13409,BAUNE,13409,1,134R0003,0,0
176,SUB2526-SUB-PSJ-Semaine-12-1000000-176,17612,Narcé,17612,0,176A0003,0,0
155,SUB2526-SUB-PSJ-Semaine-12-0010000-155,15501,STE GEMMES - BOUCHEMAINE,15501,1,155R0001,0,0
NUIT,AFF2526-NUIT-7-jours-00-0000001-NUIT,6052523,IRIGO NUIT,6052523,1,NUIT0048,1,0
176,SUB2526-SUB-PSJ-Semaine-12-0111100-176,17614,Narcé,17614,0,176A0003,0,0
104,SUB2526-SUB-PSJ-Semaine-12-1100100-104,10403,ECOUFLANT,10403,1,104R0002,0,0
NUIT,chouette:TimeTable:22a83faa-d823-4bb3-84e8-bfbbf86c0696:LOC,6052276,IRIGO NUIT,6052276,1,NUIT0048,1,0
NUIT,chouette:TimeTable:4d5003e2-d361-4655-bd7d-1529a5246c05:LOC,6052277,IRIGO NUIT,6052277,1,NUIT0048,1,0
NUIT,chouette:TimeTable:4d5003e2-d361-4655-bd7d-1529a5246c05:LOC,6052278,IRIGO NUIT,6052278,1,NUIT0048,1,0
NUIT,chouette:TimeTable:4d5003e2-d361-4655-bd7d-1529a5246c05:LOC,6052279,IRIGO NUIT,6052279,1,NUIT0048,1,0
NUIT,chouette:TimeTable:4d5003e2-d361-4655-bd7d-1529a5246c05:LOC,6052280,IRIGO NUIT,6052280,1,NUIT0048,1,0
147,SUB2526-SUB-PSJ-Semaine-12-1101100-147,14703,Andard,14703,1,147R0012,0,0
144,SUB2526-SUB-PSJ-Semaine-12-144,14402,Venaiserie,14402,0,144A0002,0,0
144,SUB2526-SUB-PSJ-Semaine-12-1101100-144,14403,CORNÉ,14403,1,144R0001,0,0
220,SUB2526-SUB-VS-Semaine-MFR220-1000000-220,22004vs,MFR La Meignanne,22004,0,220A0001,0,0
145,SUB2526-SUB-PSJ-Semaine-12-1101100-145,14503,CORNÉ,14503,1,145R0002,0,0
176,SUB2526-SUB-PSJ-Semaine-12-0111100-176,17604,Narcé,17604,0,176A0003,0,0
207,SUB2526-SUB-PSJ-Semaine-12-0010000-207,20701,FENEU,20701,1,207R0001,0,0
213,SUB2526-SUB-PSJ-Semaine-12-1101100-213,21301,CORNÉ,21301,1,213R0001,0,0
147,SUB2526-SUB-PSJ-Semaine-12-147,14702,Venaiserie,14702,0,147A0011,0,0
356,SUB2526-SUB-PSJ-Semaine-12-0010000-356,35603,Romanerie,35603,1,356R0002,0,0
146,SUB2526-SUB-PSJ-Semaine-12-146,14602,Venaiserie,14602,0,146A0001,0,0
106,SUB2526-SUB-PSJ-Semaine-12-0010000-106,10601,BRIOLLAY,10601,1,106R0001,0,0
30,SUB2526-SUB-VS-Semaine-33-30,3050,ANGERS Hôtel de Ville,3050,0,30A0043,0,0
111,SUB2526-SUB-PSJ-Semaine-12-111,11104,St-Aubin-la-Salle,11104,0,111A0001,0,0
106,SUB2526-SUB-PSJ-Semaine-12-106,10602,Collège Jeanne d'Arc,10602,0,106A0002,0,0
107,SUB2526-SUB-PSJ-Semaine-12-1100100-107,10703,PELLOUAILLES,10703,1,107R0002,0,0
155,SUB2526-SUB-PSJ-Semaine-12-155,15502,Millot,15502,0,155A0002,0,0
111,SUB2526-SUB-PSJ-Semaine-12-111,11102,St-Aubin-la-Salle,11102,0,111A0001,0,0
176,SUB2526-SUB-PSJ-Semaine-12-1000000-176,17610,Narcé,17610,0,176A0003,0,0
106,SUB2526-SUB-PSJ-Semaine-12-0001000-106,10605,BRIOLLAY,10605,1,106R0001,0,0
140,SUB2526-SUB-PSJ-Semaine-12-0010000-140,14001,ANDARD,14001,1,140R0001,0,0
141,SUB2526-SUB-PSJ-Semaine-12-0010000-141,14101,SARRIGNÉ,14101,1,141R0001,0,0
105,SUB2526-SUB-PSJ-Semaine-12-0010000-105,10501,VILLEVÊQUE,10501,1,105R0001,0,0
30,SUB2526-SUB-PSJ-Semaine-12-30,3017,BAUNÉ Louise Michel,3017,1,30R0050,0,0
106,SUB2526-SUB-PSJ-Semaine-12-1100100-106,10603,BRIOLLAY,10603,1,106R0001,0,0
111,SUB2526-SUB-PSJ-Semaine-12-111,11105,ANGERS GARES,11105,1,111R0002,0,0
103,SUB2526-SUB-PSJ-Semaine-12-0010000-103,10301,BRIOLLAY,10301,1,103R0001,0,0
205,SUB2526-SUB-PSJ-Semaine-12-0010000-205,20501,SOULAIRE,20501,1,205R0002,0,0
103,SUB2526-SUB-PSJ-Semaine-12-103,10302,Collège Jeanne d'Arc,10302,0,103A0002,0,0
111,SUB2526-SUB-PSJ-Semaine-12-0000100-111,11101,ANGERS GARES,11101,1,111R0002,0,0
107,SUB2526-SUB-PSJ-Semaine-12-0010000-107,10701,PELLOUAILLES,10701,1,107R0002,0,0
147,SUB2526-SUB-PSJ-Semaine-12-0010000-147,14701,Andard,14701,1,147R0012,0,0
101,SUB2526-SUB-PSJ-Semaine-12-0010000-101,10101,SOUCELLES,10101,1,101R0002,0,0
30,SUB2526-SUB-PSJ-Semaine-12-30,3018,ANGERS Hôtel de Ville,3018,0,30A0044,0,0
30,SUB2526-SUB-PSJ-Semaine-12-30,3019,BAUNÉ Louise Michel,3019,1,30R0050,0,0
30,SUB2526-SUB-PSJ-Semaine-12-30,3010,ANGERS Hôtel de Ville,3010,0,30A0042,0,0
101,SUB2526-SUB-PSJ-Semaine-12-101,10102,Collège Jeanne d'Arc,10102,0,101A0001,0,0
101,SUB2526-SUB-PSJ-Semaine-12-1100100-101,10103,SOUCELLES,10103,1,101R0002,0,0
220,SUB2526-SUB-VS-Semaine-MFR220-0111100-220,22002vs,MFR La Meignanne,22002,0,220A0001,0,0
30,SUB2526-SUB-PSJ-Semaine-12-30,3015,BAUNÉ Louise Michel,3015,1,30R0050,0,0
101,SUB2526-SUB-PSJ-Semaine-12-0001000-101,10105,SOUCELLES,10105,1,101R0002,0,0
104,SUB2526-SUB-PSJ-Semaine-12-104,10402,Collège Jeanne d'Arc,10402,0,104A0001,0,0
103,SUB2526-SUB-PSJ-Semaine-12-1100100-103,10303,BRIOLLAY,10303,1,103R0001,0,0
111,SUB2526-SUB-PSJ-Semaine-12-0000100-111,11103,ANGERS GARES,11103,1,111R0002,0,0
103,SUB2526-SUB-PSJ-Semaine-12-0001000-103,10305,BRIOLLAY,10305,1,103R0001,0,0
30,SUB2526-SUB-PSJ-Semaine-12-30,3011,SARRIGNÉ Les Plantes,3011,1,30R0050,0,0
30,SUB2526-SUB-PSJ-Semaine-12-30,3012,ANGERS Hôtel de Ville,3012,0,30A0042,0,0
105,SUB2526-SUB-PSJ-Semaine-12-0001000-105,10505,VILLEVÊQUE,10505,1,105R0001,0,0
104,SUB2526-SUB-PSJ-Semaine-12-0010000-104,10401,ECOUFLANT,10401,1,104R0002,0,0
30,SUB2526-SUB-PSJ-Semaine-12-30,3025,BAUNÉ Louise Michel,3025,1,30R0050,0,0
114,SUB2526-SUB-PSJ-Semaine-12-0001000-114,11405,SARRIGNÉ,11405,1,114R0002,0,0
30,SUB2526-SUB-VS-Semaine-33-30,3051,BAUNÉ Louise Michel,3051,1,30R0049,0,0
140,SUB2526-SUB-PSJ-Semaine-12-1101100-140,14003,ANDARD,14003,1,140R0001,0,0
104,SUB2526-SUB-PSJ-Semaine-12-0001000-104,10405,ECOUFLANT,10405,1,104R0002,0,0
105,SUB2526-SUB-PSJ-Semaine-12-105,10502,Collège Jeanne d'Arc,10502,0,105A0002,0,0
105,SUB2526-SUB-PSJ-Semaine-12-1100100-105,10503,VILLEVÊQUE,10503,1,105R0001,0,0
140,SUB2526-SUB-PSJ-Semaine-12-140,14002,Venaiserie,14002,0,140A0002,0,0
07,2026H-LAV_07-Semaine-05-07,6374354,ST-SYLVAIN St-Aubin La Salle,6374354,0,070041,1,0
113,SUB2526-SUB-PSJ-Semaine-12-0010000-113,11301,ECOUFLANT,11301,1,113R0001,0,0
146,SUB2526-SUB-PSJ-Semaine-12-1101100-146,14603,BRAIN,14603,1,146R0002,0,0
205,SUB2526-SUB-PSJ-Semaine-12-0000100-205,20502M,Jean Zay,20502,0,205A0003,0,0
30,SUB2526-SUB-PSJ-Semaine-12-30,3002,ANGERS Hôtel de Ville,3002,0,30A0042,0,0
113,SUB2526-SUB-PSJ-Semaine-12-113,11302,St-Aubin-la-Salle,11302,0,113A0002,0,0
112,SUB2526-SUB-PSJ-Semaine-12-0010000-112,11201,TRELAZE GARE,11201,1,112R0001,0,0
112,SUB2526-SUB-PSJ-Semaine-12-112,11202,St-Aubin-la-Salle,11202,0,112A0002,0,0
207,SUB2526-SUB-PSJ-Semaine-12-0000100-207,20702M,Jean Zay,20702,0,207A0004,0,0
112,SUB2526-SUB-PSJ-Semaine-12-1100100-112,11203,TRELAZE GARE,11203,1,112R0001,0,0
112,SUB2526-SUB-PSJ-Semaine-12-0001000-112,11205,TRELAZE GARE,112:05,1,112R0001,0,0
113,SUB2526-SUB-PSJ-Semaine-12-1100100-113,11303,ECOUFLANT,11303,1,113R0001,0,0
113,SUB2526-SUB-PSJ-Semaine-12-0001000-113,11305,ECOUFLANT,11305,1,113R0001,0,0
114,SUB2526-SUB-PSJ-Semaine-12-0010000-114,11401,SARRIGNÉ,11401,1,114R0002,0,0
114,SUB2526-SUB-PSJ-Semaine-12-1100100-114,11403,SARRIGNÉ,11403,1,114R0002,0,0
01,2026H-LAV_01-Semaine-05-01,6373748,ANGERS Lorraine,6373748,0,010047,1,0
123,SUB2526-SUB-PSJ-Semaine-12-0010000-123,12301,BRIOLLAY,12301,1,123R0002,0,0
176,SUB2526-SUB-PSJ-Semaine-12-1111000-176,17607,ANGERS Gares,17607,1,176R0005,0,0
205,SUB2526-SUB-PSJ-Semaine-12-1111000-205,20502,Jean Zay,20502,0,205A0001,0,0
123,SUB2526-SUB-PSJ-Semaine-12-123,12302,Collège Claude Debussy,12302,0,123A0001,0,0
30,SUB2526-SUB-VS-Semaine-33-30,3052,ANGERS Hôtel de Ville,3052,0,30A0042,0,0
150,SUB2526-SUB-PSJ-Semaine-12-0010000-150,15009,MURS-ERIGNE Grand Claye,15009,1,150R0031,0,0
123,SUB2526-SUB-PSJ-Semaine-12-1101100-123,12303,BRIOLLAY,12303,1,123R0002,0,0
356,SUB2526-SUB-PSJ-Semaine-12-356,35604,Collège Venaiserie,35604,0,356A0003,0,0
172,SUB2526-SUB-PSJ-Semaine-12-172,17204,Chevrolier,17204,0,172A0001,0,0
123,SUB2526-SUB-PSJ-Semaine-12-1101100-123,12305,BRIOLLAY,12305,1,123R0002,0,0
134,SUB2526-SUB-PSJ-Semaine-12-0010000-134,13401,BAUNE,13401,1,134R0003,0,0
131,SUB2526-SUB-PSJ-Semaine-12-131,13102,Lycée Emmanuel Mounier,13102,0,131A0002,0,0
145,SUB2526-SUB-PSJ-Semaine-12-145,14502,Venaiserie,14502,0,145A0001,0,0
143,SUB2526-SUB-PSJ-Semaine-12-0010000-143,14301,BRAIN / ANDARD Hautes Chapelles,14301,1,143R0013,0,0
143,SUB2526-SUB-PSJ-Semaine-12-143,14302,Venaiserie,14302,0,143A0012,0,0
01,2026H-LAV_01-Semaine-05-01,6373749,ANGERS Lorraine,6373749,0,010047,1,0
131,SUB2526-SUB-PSJ-Semaine-12-1101100-131,13103,VILLEVÊQUE - SOUCELLES,13103,1,131R0001,0,0
176,SUB2526-SUB-PSJ-Semaine-12-1000000-176,17606,Narcé,17606,0,176A0003,0,0
131,SUB2526-SUB-PSJ-Semaine-12-131,13104,Lycée Emmanuel Mounier,13104,0,131A0003,0,0
134,SUB2526-SUB-PSJ-Semaine-12-134,13402,Les Plantes,13402,0,134A0001,0,0
134,SUB2526-SUB-PSJ-Semaine-12-0010000-134,13403,BAUNE,13403,1,134R0003,0,0
221,SUB2526-SUB-PSJ-Semaine-12-1101100-221,22103,Cantenay Croix de Sarthe,22103,1,221R0001,0,0
142,SUB2526-SUB-PSJ-Semaine-12-142,14202,Venaiserie,14202,0,142A0002,0,0
142,SUB2526-SUB-PSJ-Semaine-12-1101100-142,14203,LE PLESSIS GRAMMOIRE,14203,1,142R0001,0,0
202,SUB2526-SUB-PSJ-Semaine-12-0000100-202,20202M,Jean Zay,20202,0,202A0003,0,0
131,SUB2526-SUB-PSJ-Semaine-12-131,13105,VILLEVÊQUE - SOUCELLES,13105,1,131R0001,0,0
131,SUB2526-SUB-PSJ-Semaine-12-131,13107,VILLEVÊQUE - SOUCELLES,13107,1,131R0001,0,0
134,SUB2526-SUB-PSJ-Semaine-12-1101100-134,13405,BAUNE,13405,1,134R0003,0,0
134,SUB2526-SUB-PSJ-Semaine-12-134,13407,BAUNE,13407,1,134R0003,0,0
141,SUB2526-SUB-PSJ-Semaine-12-141,14102,Venaiserie,14102,0,141A0002,0,0
141,SUB2526-SUB-PSJ-Semaine-12-1101100-141,14103,SARRIGNÉ,14103,1,141R0001,0,0
203,SUB2526-SUB-PSJ-Semaine-12-0010000-203,20301,LA MEMBROLLE - PRUILLÉ,20301,1,203R0001,0,0
133,SUB2526-SUB-PSJ-Semaine-12-133,13302,Lycée Emmanuel Mounier,13302,0,133A0002,0,0
207,SUB2526-SUB-PSJ-Semaine-12-1111000-207,20702,Jean Zay,20702,0,207A0002,0,0
06,2026H-LAV_06-Semaine-05-06,6374254,ANGERS CHU-Hôpital,6374254,0,060043,1,0
133,SUB2526-SUB-PSJ-Semaine-12-1101100-133,13303,BRIOLLAY,13303,1,133R0001,0,0
133,SUB2526-SUB-PSJ-Semaine-12-0010000-133,13303-2,BRIOLLAY,13303,1,133R0001,0,0
133,SUB2526-SUB-PSJ-Semaine-12-133,13305,BRIOLLAY,13305,1,133R0001,0,0
142,SUB2526-SUB-PSJ-Semaine-12-0010000-142,14201,LE PLESSIS GRAMMOIRE,14201,1,142R0001,0,0
143,SUB2526-SUB-PSJ-Semaine-12-1101100-143,14303,BRAIN / ANDARD Hautes Chapelles,14303,1,143R0013,0,0
144,SUB2526-SUB-PSJ-Semaine-12-0010000-144,14401,CORNÉ,14401,1,144R0001,0,0
145,SUB2526-SUB-PSJ-Semaine-12-0010000-145,14501,CORNÉ,14501,1,145R0002,0,0
220,SUB2526-SUB-PSJ-Semaine-12-0111100-220,22002,MFR La Meignanne,22002,0,220A0001,0,0
146,SUB2526-SUB-PSJ-Semaine-12-0010000-146,14601,BRAIN,14601,1,146R0002,0,0
150,SUB2526-SUB-PSJ-Semaine-12-150,15006,Collège François Villon - Lycée Jean Bodin,15006,0,150A0033,0,0
161,SUB2526-SUB-PSJ-Semaine-12-161,16102,Collège François Villon - Collège St-Laud,16102,0,161A0002,0,0
176,SUB2526-SUB-PSJ-Semaine-12-1110000-176,17609,ANGERS Gares,17609,1,176R0001,0,0
06,2026H-LAV_06-Semaine-05-06,6374288,BOUCHEMAINE Chantourteau,6374288,1,060046,1,0
01,2026H-LAV_01-Semaine-05-01,6373769,ANGERS Lorraine,6373769,0,010047,1,0
150,SUB2526-SUB-PSJ-Semaine-12-1101100-150,15021,MURS-ERIGNE Grand Claye,15021,1,150R0031,0,0
195,SUB2526-SUB-PSJ-Semaine-12-1101100-195,19505,ST JEAN DE LINIÈRES,19505,1,195R0002,0,0
150,SUB2526-SUB-PSJ-Semaine-12-150,15014,Collège St-Laud,15014,0,150A0037,0,0
30,SUB2526-SUB-PSJ-Semaine-12-30,3026,ANGERS Hôtel de Ville,3026,0,30A0044,0,0
150,SUB2526-SUB-PSJ-Semaine-12-1101100-150,15029,MURS-ERIGNE Erigné,15029,1,150R0040,0,0
150,SUB2526-SUB-PSJ-Semaine-12-150,15010,Lycée Jean Bodin - Pôle Millot,15010,0,150A0032,0,0
150,SUB2526-SUB-PSJ-Semaine-12-1101100-150,15013,Mûrs Erigné,15013,1,150R0039,0,0
150,SUB2526-SUB-PSJ-Semaine-12-1101100-150,15027,MURS-ERIGNE Grand Claye,15027,1,150R0031,0,0
30,SUB2526-SUB-PSJ-Semaine-12-30,3013,SARRIGNÉ Les Plantes,3013,1,30R0050,0,0
154,SUB2526-SUB-PSJ-Semaine-12-0010000-154,15401,ST BARTHÉLEMY,15401,1,154R0001,0,0
30,SUB2526-SUB-PSJ-Semaine-12-30,3016,ANGERS Hôtel de Ville,3016,0,30A0044,0,0
148,SUB2526-SUB-PSJ-Semaine-12-0010000-148,14801,LE PLESSIS GRAMMOIRE PELLOUAILLES,14801,1,148R0001,0,0
154,SUB2526-SUB-PSJ-Semaine-12-154,15402,Millot,15402,0,154A0002,0,0
195,SUB2526-SUB-PSJ-Semaine-12-195,19502,Monnet,19502,0,195A0001,0,0
154,SUB2526-SUB-PSJ-Semaine-12-1101100-154,15403,ST BARTHÉLEMY,15403,1,154R0001,0,0
07,2026H-LAV_07-Semaine-05-07,6374348,MONTREUIL-JUIGNÉ Béné,6374348,1,070046,1,0
166,SUB2526-SUB-PSJ-Semaine-12-1101100-166,16603,STE GEMMES,16603,1,166R0001,0,0
156,SUB2526-SUB-PSJ-Semaine-12-0010000-156,15601,CORNÉ,15601,1,156R0001,0,0
161,SUB2526-SUB-PSJ-Semaine-12-1101100-161,16103,SOULAINES,16103,1,161R0001,0,0
156,SUB2526-SUB-PSJ-Semaine-12-1101100-156,15603,CORNÉ,15603,1,156R0001,0,0
193,SUB2526-SUB-PSJ-Semaine-12-1101100-193,19303,ST-CLÉMENT Moulin,19303,1,193R0001,0,0
156,SUB2526-SUB-PSJ-Semaine-12-1101100-156,15605,CORNÉ,15605,1,156R0001,0,0
203,SUB2526-SUB-PSJ-Semaine-12-1111000-203,20302,Jean Zay,20302,0,203A0002,0,0
30,SUB2526-SUB-SAM-Samedi-22-30,3093,BAUNÉ Louise Michel,3093,1,30R0050,0,0
156,SUB2526-SUB-PSJ-Semaine-12-156,15607,CORNÉ,15607,1,156R0001,0,0
195,SUB2526-SUB-PSJ-Semaine-12-1101100-195,19503,ST JEAN DE LINIÈRES,19503,1,195R0002,0,0
203,SUB2526-SUB-PSJ-Semaine-12-0000100-203,20302M,Jean Zay,20302,0,203A0004,0,0
166,SUB2526-SUB-PSJ-Semaine-12-166,16602,Collège St-Laud,16602,0,166A0002,0,0
166,SUB2526-SUB-PSJ-Semaine-12-0010000-166,16601,STE GEMMES,16601,1,166R0001,0,0
161,SUB2526-SUB-PSJ-Semaine-12-0010000-161,16101,SOULAINES,16101,1,161R0001,0,0
07,2026H-LAV_07-Semaine-05-07,6374349,ST-SYLVAIN St-Aubin La Salle,6374349,0,070041,1,0
06,2026H-LAV_06-Semaine-05-06,6374266,ANGERS CHU-Hôpital,6374266,0,060043,1,0
173,SUB2526-SUB-PSJ-Semaine-12-0010000-173,17301,STE GEMMES SUR LOIRE,17301,1,173R0008,0,0
173,SUB2526-SUB-PSJ-Semaine-12-173,17302,Mermoz,17302,0,173A0002,0,0
195,SUB2526-SUB-PSJ-Semaine-12-0010000-195,19501,ST JEAN DE LINIÈRES,19501,1,195R0002,0,0
193,SUB2526-SUB-PSJ-Semaine-12-0010000-193,19301,ST-CLÉMENT Moulin,19301,1,193R0001,0,0
07,2026H-LAV_07-Semaine-05-07,6374350,ST-SYLVAIN St-Aubin La Salle,6374350,0,070041,1,0
22,AFF2526-LAV_22-Semaine-01-22,6352750,ANGERS Gares Papin,6352750,0,220049,0,0
193,SUB2526-SUB-PSJ-Semaine-12-193,19302,La Barre,19302,0,193A0002,0,0
30,SUB2526-SUB-VS-Semaine-33-30,3053,ST-SYLVAIN Pôle 49,3053,1,30R0052,0,0
221,SUB2526-SUB-PSJ-Semaine-12-0010000-221,22101,Cantenay Croix de Sarthe,22101,1,221R0001,0,0
211,SUB2526-SUB-PSJ-Semaine-12-0010000-211,21101,CORNÉ,21101,1,211R0001,0,0
202,SUB2526-SUB-PSJ-Semaine-12-0010000-202,20201,LE PLESSIS MACÉ,20201,1,202R0002,0,0
31,SUB2526-SUB-PSJ-Semaine-12-31,3103,BRIOLLAY Vérigné,3103,1,31R0014,0,0
30,SUB2526-SUB-PSJ-Semaine-12-30,3006,ANGERS Hôtel de Ville,3006,0,30A0042,0,0
01,2026H-LAV_01-Semaine-05-01,6373734,ANGERS Lorraine,6373734,0,010047,1,0
06,2026H-LAV_06-Semaine-05-06,6374293,ANGERS CHU-Hôpital,6374293,0,060043,1,0
211,SUB2526-SUB-PSJ-Semaine-12-211,21102,Joachim Du Bellay,21102,0,211A0011,0,0
39,SUB2526-SUB-PSJ-Semaine-12-0111100-39,3901,STE-GEMMES Le Fresne,3901,1,39R0008,0,0
356,SUB2526-SUB-PSJ-Semaine-12-1101100-356,35607,Romanerie,35607,1,356R0001,0,0
01,2026H-LAV_01-Semaine-05-01,6373741,ANGERS Lorraine,6373741,0,010047,1,0
01,2026H-LAV_01-Semaine-05-01,6373742,ANGERS Lorraine,6373742,0,010047,1,0
41,SUB2526-SUB-VS-Semaine-33-41,4156,ANGERS Gare routière Esplanade,4156,0,41A0001,0,0
211,SUB2526-SUB-PSJ-Semaine-12-0010000-211,21103,CORNÉ,21103,1,211R0001,0,0
213,SUB2526-SUB-PSJ-Semaine-12-213,21302,Lycée Joachim du Bellay - Etablissement St-Aubin-la-Salle,21302,0,213A0002,0,0
30,SUB2526-SUB-PSJ-Semaine-12-30,3022,ANGERS Hôtel de Ville,3022,0,30A0045,0,0
211,SUB2526-SUB-PSJ-Semaine-12-211,21105,CORNÉ,21105,1,211R0001,0,0
211,SUB2526-SUB-PSJ-Semaine-12-1101100-211,21107,CORNÉ,21107,1,211R0003,0,0
202,SUB2526-SUB-PSJ-Semaine-12-1111000-202,20202,Jean Zay,20202,0,202A0001,0,0
06,2026H-LAV_06-Semaine-05-06,6374294,BOUCHEMAINE Chantourteau,6374294,1,060046,1,0
08,2026H-LAV_08-Semaine-05-08,6374567,SORGES,6374567,0,080045,1,0
212,SUB2526-SUB-PSJ-Semaine-12-212,21202,Joachim Du Bellay,21202,0,212A0002,0,0
212,SUB2526-SUB-PSJ-Semaine-12-212,21203,CORNÉ,21203,1,212R0001,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2401,CORNÉ Royale,2401,1,24R0025,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2402,ANGERS Hôtel de Ville,2402,0,24A0026,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2403,CORNÉ Royale,2403,1,24R0025,0,0
08,2026H-LAV_08-Semaine-05-08,6374568,STE-GEMMES Roche Morna,6374568,1,080028,1,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2404,ANGERS Hôtel de Ville,2404,0,24A0024,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2405,CORNÉ Royale,2405,1,24R0025,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2406,ANGERS Hôtel de Ville,2406,0,24A0016,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2407,CORNÉ Royale,2407,1,24R0025,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2408,ANGERS Hôtel de Ville,2408,0,24A0024,0,0
24,SUB2526-SUB-PSJ-Semaine-12-0010000-24,2409,CORNÉ Royale,2409,1,24R0025,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2429,CORNÉ Royale,2429,1,24R0025,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2410,ANGERS Hôtel de Ville,2410,0,24A0024,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2411,CORNÉ Royale,2411,1,24R0025,0,0
24,SUB2526-SUB-VS-Semaine-33-24,2451,CORNÉ Royale,2451,1,24R0025,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2412,ANGERS Hôtel de Ville,2412,0,24A0024,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2413,CORNÉ Royale,2413,1,24R0025,0,0
41,SUB2526-SUB-VS-Semaine-33-41,4152,ANGERS Gare routière Esplanade,4152,0,41A0001,0,0
30,SUB2526-SUB-VS-Semaine-33-30,3057,BAUNÉ Louise Michel,3057,1,30R0049,0,0
07,2026H-LAV_07-Semaine-05-07,6374421,ST-SYLVAIN St-Aubin La Salle,6374421,0,070041,1,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2414,ANGERS Hôtel de Ville,2414,0,24A0024,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2415,CORNÉ Royale,2415,1,24R0025,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2416,ANGERS Hôtel de Ville,2416,0,24A0024,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2417,CORNÉ Royale,2417,1,24R0025,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2418,ANGERS Hôtel de Ville,2418,0,24A0024,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2419,CORNÉ Royale,2419,1,24R0025,0,0
07,2026H-LAV_07-Semaine-05-07,6374422,ST-SYLVAIN St-Aubin La Salle,6374422,0,070041,1,0
08,2026H-LAV_08-Semaine-05-08,6374493,STE-GEMMES Roche Morna,6374493,1,080028,1,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2420,ANGERS Hôtel de Ville,2420,0,24A0024,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2421,CORNÉ Royale,2421,1,24R0025,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2422,ANGERS Hôtel de Ville,2422,0,24A0024,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2423,CORNÉ Royale,2423,1,24R0025,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2424,ANGERS Hôtel de Ville,2424,0,24A0024,0,0
24,SUB2526-SUB-PSJ-Semaine-12-24,2425,CORNÉ Royale,2425,1,24R0025,0,0
07,2026H-LAV_07-Semaine-05-07,6374355,MONTREUIL-JUIGNÉ Béné,6374355,1,070046,1,0
07,2026H-LAV_07-Semaine-05-07,6374356,ST-SYLVAIN St-Aubin La Salle,6374356,0,070041,1,0
24,SUB2526-SUB-VS-Semaine-33-24,2450,ANGERS Hôtel de Ville,2450,0,24A0024,0,0
24,SUB2526-SUB-VS-Semaine-33-24,2452,ANGERS Hôtel de Ville,2452,0,24A0024,0,0
